complexity,loss,equation,score,sympy_format,lambda_format
1,0.012273416,0.9483983,0.0,0.948398300000000,PySRFunction(X=>0.948398300000000)
3,0.010556696,prm__lr ^ 0.011407446,0.07533763602526775,prm__lr**0.011407446,PySRFunction(X=>prm__lr**0.011407446)
5,0.009603009,prm__lr ^ (nn_flops ^ -0.22073454),0.04734193183546879,prm__lr**(nn_flops**(-0.22073454)),PySRFunction(X=>prm__lr**(nn_flops**(-0.22073454)))
7,0.009060115,0.10475013 ^ ((prm__lr * nn_flops) ^ -0.26951215),0.02909733686572788,0.10475013**((nn_flops*prm__lr)**(-0.26951215)),PySRFunction(X=>0.10475013**((nn_flops*prm__lr)**(-0.26951215)))
8,0.009060105,square(0.32688478 ^ ((nn_flops * prm__lr) ^ -0.2686161)),1.1037393585173488e-06,0.32688478**(2/(nn_flops*prm__lr)**0.2686161),PySRFunction(X=>0.32688478**(2/(nn_flops*prm__lr)**0.2686161))
9,0.008737898,(nn_total_params ^ -0.15686363) ^ ((prm__lr * nn_flops) ^ -0.275323),0.03621105208234357,(nn_total_params**(-0.15686363))**((nn_flops*prm__lr)**(-0.275323)),PySRFunction(X=>(nn_total_params**(-0.15686363))**((nn_flops*prm__lr)**(-0.275323)))
10,0.008720109,0.13583723 ^ square((prm__lr * (nn_flops - nn_total_params)) ^ -0.13405871),0.002037919466597344,0.13583723**((prm__lr*(nn_flops - nn_total_params))**(-0.26811742)),PySRFunction(X=>0.13583723**((prm__lr*(nn_flops - nn_total_params))**(-0.26811742)))
12,0.008321601,0.19215019 ^ ((nn_total_params ^ 0.18517753) / sqrt(nn_flops ^ (prm__lr ^ 0.065242))),0.02338853681845099,0.19215019**(nn_total_params**0.18517753/sqrt(nn_flops**(prm__lr**0.065242))),PySRFunction(X=>0.19215019**(nn_total_params**0.18517753/sqrt(nn_flops**(prm__lr**0.065242))))
13,0.008270639,sqrt(0.19043685 ^ ((nn_total_params ^ 0.19816743) / sqrt(nn_flops ^ (prm__lr ^ 0.075389184)))),0.006142890924265451,sqrt(0.19043685**(nn_total_params**0.19816743/sqrt(nn_flops**(prm__lr**0.075389184)))),PySRFunction(X=>sqrt(0.19043685**(nn_total_params**0.19816743/sqrt(nn_flops**(prm__lr**0.075389184)))))
14,0.0076840767,0.06661758 ^ sqrt((0.19035068 / (nn_flops - (nn_total_params * 1.3492936))) ^ (prm__lr ^ 0.13227212)),0.07356154664478103,0.06661758**(sqrt((0.19035068/(nn_flops - 1.3492936*nn_total_params))**(prm__lr**0.13227212))),PySRFunction(X=>0.06661758**(sqrt((0.19035068/(nn_flops - 1.3492936*nn_total_params))**(prm__lr**0.13227212))))
