iterations,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std,gap,best_stage
50,0.4166780496551928,0.20195889613695212,-0.01995150679885287,0.706030410470811,0.43662955645404566,Stage3_all11
100,0.3664422181004542,0.195330031937667,-0.06921650913844597,0.6354792295307343,0.43565872723890015,Stage2_top5
150,0.45440229751946787,0.17692224540303447,-0.14565445308747946,0.5230036152146648,0.6000567506069473,Stage2_top5
200,0.4647720368716996,0.17506905659992816,-0.21418607250591046,0.45214862855175,0.67895810937761,Stage2_top5
250,0.46708143465630503,0.17466740555963436,-0.30159059464321736,0.4868278716881472,0.7686720292995224,Stage2_top5
300,0.47886887813487056,0.17082535490483863,-0.309681472287927,0.5541912878151657,0.7885503504227975,Stage2_top5
400,0.5402662117688734,0.19743527406012001,-0.3198720537079154,0.5242886773716651,0.8601382654767887,Stage3_all11
500,0.5444682138895116,0.2013941334322242,-0.3153731674514678,0.5173467823919303,0.8598413813409794,Stage3_all11
