complexity,loss,equation,score,sympy_format,lambda_format
1,0.025920996,0.7210197,0.0,0.721019700000000,PySRFunction(X=>0.721019700000000)
4,0.023854958,log(nn_total_params ^ 0.04829022),0.027687072780801836,log(nn_total_params**0.04829022),PySRFunction(X=>log(nn_total_params**0.04829022))
5,0.018374184,0.9117736 - (nn_total_params ^ -0.11804234),0.2610454423797741,0.9117736 - 1/nn_total_params**0.11804234,PySRFunction(X=>0.9117736 - 1/nn_total_params**0.11804234)
6,0.018114764,square((nn_total_params ^ -0.19190693) + -0.92085016),0.014219339564835964,(nn_total_params**(-0.19190693) - 0.92085016)**2,PySRFunction(X=>(nn_total_params**(-0.19190693) - 0.92085016)**2)
7,0.017164074,(prm__batch ^ -0.021896394) - (nn_total_params ^ -0.11204729),0.05390881791540694,-1/nn_total_params**0.11204729 + prm__batch**(-0.021896394),PySRFunction(X=>-1/nn_total_params**0.11204729 + prm__batch**(-0.021896394))
8,0.017028738,square((prm__batch ^ -0.015671328) - (nn_total_params ^ -0.16770266)),0.007916091062031748,(-1/nn_total_params**0.16770266 + prm__batch**(-0.015671328))**2,PySRFunction(X=>(-1/nn_total_params**0.16770266 + prm__batch**(-0.015671328))**2)
9,0.016992586,((prm__batch ^ -0.017223548) - (nn_total_params ^ -0.14911015)) ^ 1.6184747,0.0021252561250909474,(-1/nn_total_params**0.14911015 + prm__batch**(-0.017223548))**1.6184747,PySRFunction(X=>(-1/nn_total_params**0.14911015 + prm__batch**(-0.017223548))**1.6184747)
10,0.016398583,square((nn_total_params ^ -0.19465287) - ((prm__batch + 18.781876) ^ -0.020594014)),0.03558220262397482,(nn_total_params**(-0.19465287) - 1/(prm__batch + 18.781876)**0.020594014)**2,PySRFunction(X=>(nn_total_params**(-0.19465287) - 1/(prm__batch + 18.781876)**0.020594014)**2)
11,0.016219633,square(square(((prm__batch + 21.951857) ^ -0.012204214) - (nn_total_params ^ -0.26565942))),0.010972506614112604,(-1/nn_total_params**0.26565942 + (prm__batch + 21.951857)**(-0.012204214))**4,PySRFunction(X=>(-1/nn_total_params**0.26565942 + (prm__batch + 21.951857)**(-0.012204214))**4)
12,0.01621818,square(square((nn_total_params ^ -0.26591957) - sqrt((prm__batch + 22.84208) ^ -0.02426675))),8.95868042012602e-05,(nn_total_params**(-0.26591957) - 1/(prm__batch + 22.84208)**0.012133375)**4,PySRFunction(X=>(nn_total_params**(-0.26591957) - 1/(prm__batch + 22.84208)**0.012133375)**4)
13,0.01615126,square(square(-0.027988615 - (((prm__batch + 44.36074) ^ -0.0174673) - (nn_total_params ^ -0.2626953)))),0.004134770038682571,(-(-1/nn_total_params**0.2626953 + (prm__batch + 44.36074)**(-0.0174673)) - 0.027988615)**4,PySRFunction(X=>(-(-1/nn_total_params**0.2626953 + (prm__batch + 44.36074)**(-0.0174673)) - 0.027988615)**4)
14,0.015480678,square((0.8192118 ^ (log(prm__batch) / sqrt(prm__batch))) + ((nn_total_params ^ -0.18673006) - 1.8191011)),0.0424053995491569,(0.8192118**(log(prm__batch)/sqrt(prm__batch)) + nn_total_params**(-0.18673006) - 1.8191011)**2,PySRFunction(X=>(0.8192118**(log(prm__batch)/sqrt(prm__batch)) + nn_total_params**(-0.18673006) - 1.8191011)**2)
