iterations,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std,gap,best_stage
50,0.41552715602163665,0.032447928607810886,0.39634342553088625,0.06580256048361817,0.019183730490750395,Stage2_top5
100,0.44167667783752407,0.023755460001222875,0.4179621095435461,0.07170762550440142,0.023714568293977945,Stage2_top5
150,0.44634910902717734,0.021586390155926602,0.4193777099938,0.07099738309275984,0.026971399033377363,Stage2_top5
200,0.45033313078426024,0.02145026641600051,0.4300010644021247,0.06842663014501897,0.020332066382135527,Stage2_top5
250,0.45523823543295416,0.020935911093658294,0.4314004516846494,0.07123625506441648,0.023837783748304753,Stage2_top5
300,0.4561856401198788,0.022383322835783342,0.42957105867725653,0.07256022303084093,0.026614581442622243,Stage2_top5
400,0.4585882115345913,0.022761864638300933,0.4343296362968411,0.07749192530442685,0.024258575237750157,Stage2_top5
500,0.4619841456857775,0.022196740837169632,0.4363121713436417,0.07956344396313837,0.025671974342135806,Stage2_top5
