,corr,n,abs_corr
prm__lr,-0.45899789551759723,32578,0.45899789551759723
prm__tie_weights,-0.10167935133499623,7696,0.10167935133499623
prm__dropout,0.09268725197981088,8124,0.09268725197981088
prm__momentum,0.043991271844105354,32578,0.043991271844105354
prm__batch,-0.011097962850087573,32578,0.011097962850087573
