,corr,n,abs_corr
prm__batch,-0.34112745393962135,1497,0.34112745393962135
prm__lr,0.22934372933951142,1497,0.22934372933951142
prm__momentum,0.041395698352602775,1497,0.041395698352602775
prm__dropout,-0.005658931795330181,753,0.005658931795330181
