,corr,n,abs_corr
prm__batch,-0.17557690834831827,16979,0.17557690834831827
prm__lr,0.0880447237296434,16979,0.0880447237296434
prm__momentum,-0.050903617878452975,16977,0.050903617878452975
prm__dropout,0.026342173323713688,15435,0.026342173323713688
prm__epoch,-0.01866271757279938,4036,0.01866271757279938
