,corr,n,abs_corr
prm__steps_per_epoch,0.5510812390414962,59,0.5510812390414962
prm__batch,-0.33488353581518404,124,0.33488353581518404
prm__beta1,-0.1796374109816511,115,0.1796374109816511
prm__beta2,0.05022957568803786,102,0.05022957568803786
prm__lr,-0.024038295100247138,124,0.024038295100247138
