,corr,n,abs_corr
prm__lr,0.3692829715950866,64901,0.3692829715950866
prm__batch,-0.3068453552811986,64901,0.3068453552811986
prm__momentum,0.06788569983882334,64901,0.06788569983882334
prm__dropout,-0.01987056398618763,32540,0.01987056398618763
