,corr,n,abs_corr
prm__lr,-0.5108041244832432,639,0.5108041244832432
prm__tie_weights,-0.1408921614795154,141,0.1408921614795154
prm__dropout,0.138255033557047,149,0.138255033557047
prm__momentum,0.0581809194197739,639,0.0581809194197739
prm__batch,0.005462456655163056,639,0.005462456655163056
