,corr,n,abs_corr
prm__lr,-0.24115030880674404,1156,0.24115030880674404
prm__batch,-0.08544163245009485,1156,0.08544163245009485
prm__dropout,0.04975402126087609,444,0.04975402126087609
prm__momentum,0.019800632761047668,1156,0.019800632761047668
prm__tie_weights,-0.017878958214580805,422,0.017878958214580805
