,corr,n,abs_corr
prm__batch,-0.17564543799597826,16977,0.17564543799597826
prm__lr,0.08803536749824102,16977,0.08803536749824102
prm__momentum,-0.05091507176071039,16975,0.05091507176071039
prm__dropout,0.026342173323713688,15435,0.026342173323713688
prm__epoch,-0.01866271757279938,4036,0.01866271757279938
