,corr,n,abs_corr
prm__lr,0.4153326223374833,1281,0.4153326223374833
prm__batch,-0.32909482165083936,1281,0.32909482165083936
prm__momentum,0.07652482189437373,1281,0.07652482189437373
prm__dropout,-0.010916185570079095,642,0.010916185570079095
