,corr,n,abs_corr
prm__lr,-0.28729063118896375,817,0.28729063118896375
prm__dropout,0.11365494565446234,254,0.11365494565446234
prm__tie_weights,-0.06222014816152918,243,0.06222014816152918
prm__momentum,0.04391376431445215,817,0.04391376431445215
prm__batch,-0.018548767118660204,817,0.018548767118660204
