,corr,n,abs_corr
prm__steps_per_epoch,0.6409117475160725,59,0.6409117475160725
prm__batch,-0.3611916107161447,121,0.3611916107161447
prm__beta1,-0.0869501932759787,113,0.0869501932759787
prm__beta2,0.06678023850793076,101,0.06678023850793076
prm__lr,-0.05913594255423645,121,0.05913594255423645
