,corr,n,abs_corr
prm__lr,-0.4529276827387474,708,0.4529276827387474
prm__tie_weights,-0.14300718730344833,170,0.14300718730344833
prm__momentum,0.08739754185664447,708,0.08739754185664447
prm__dropout,0.08701914668148193,180,0.08701914668148193
prm__batch,-0.021663729656664767,708,0.021663729656664767
