complexity,loss,equation,score,sympy_format,lambda_format
1,0.030724393,0.33120745,0.0,0.331207450000000,PySRFunction(X=>0.331207450000000)
4,0.025510985,log(nn_total_layers) * 0.07643736,0.06198258521355358,0.07643736*log(nn_total_layers),PySRFunction(X=>0.07643736*log(nn_total_layers))
5,0.025101973,(nn_total_layers ^ 0.1913041) / 7.0236225,0.01616269509101157,nn_total_layers**0.1913041/7.0236225,PySRFunction(X=>nn_total_layers**0.1913041/7.0236225)
6,0.025065493,(-4.872446 / log(nn_total_params)) - -0.6869714,0.0014543292431721496,0.6869714 - 4.872446/log(nn_total_params),PySRFunction(X=>0.6869714 - 4.872446/log(nn_total_params))
7,0.024309326,0.029753195 ^ ((nn_total_layers * nn_total_params) ^ -0.062309336),0.03063205665527825,0.029753195**((nn_total_layers*nn_total_params)**(-0.062309336)),PySRFunction(X=>0.029753195**((nn_total_layers*nn_total_params)**(-0.062309336)))
8,0.023942983,0.029264593 ^ ((nn_total_params * square(nn_total_layers)) ^ -0.050828643),0.015184767185621036,0.029264593**((nn_total_layers**2*nn_total_params)**(-0.050828643)),PySRFunction(X=>0.029264593**((nn_total_layers**2*nn_total_params)**(-0.050828643)))
9,0.02394296,0.028936591 ^ (((nn_total_params * nn_total_layers) * nn_total_layers) ^ -0.050935443),9.60615937000558e-07,0.028936591**((nn_total_layers*nn_total_layers*nn_total_params)**(-0.050935443)),PySRFunction(X=>0.028936591**((nn_total_layers*nn_total_layers*nn_total_params)**(-0.050935443)))
10,0.02378212,(0.0063009774 ^ ((nn_total_params * square(nn_total_layers)) ^ -0.09716686)) / 1.6966485,0.006740297090522718,0.0063009774**((nn_total_layers**2*nn_total_params)**(-0.09716686))/1.6966485,PySRFunction(X=>0.0063009774**((nn_total_layers**2*nn_total_params)**(-0.09716686))/1.6966485)
12,0.023463247,(nn_total_layers ^ (0.038930755 - sqrt(-1.2089932 / (nn_total_params * -0.041266695)))) - 0.81063515,0.006749399195203839,nn_total_layers**(0.038930755 - 5.41267667036161*sqrt(1/nn_total_params)) - 0.81063515,PySRFunction(X=>nn_total_layers**(0.038930755 - 5.41267667036161*sqrt(1/nn_total_params)) - 0.81063515)
13,0.022629121,(0.052995857 ^ (abs(nn_total_params - (2.0312774 ^ square(nn_max_depth))) ^ -0.11646651)) / 1.8832232,0.03619762279897357,0.052995857**(Abs(2.0312774**(nn_max_depth**2) - nn_total_params)**(-0.11646651))/1.8832232,PySRFunction(X=>0.052995857**(Abs(2.0312774**(nn_max_depth**2) - nn_total_params)**(-0.11646651))/1.8832232)
15,0.022627149,(0.052995857 ^ (abs(nn_total_params - ((2.0312774 ^ square(nn_max_depth)) - nn_total_layers)) ^ -0.11646651)) / 1.8832232,4.357407274721835e-05,0.052995857**(Abs(nn_total_params - (2.0312774**(nn_max_depth**2) - nn_total_layers))**(-0.11646651))/1.8832232,PySRFunction(X=>0.052995857**(Abs(nn_total_params - (2.0312774**(nn_max_depth**2) - nn_total_layers))**(-0.11646651))/1.8832232)
16,0.022171339,(0.0140857315 ^ (abs(nn_total_layers * ((2.0312757 ^ (nn_max_depth * nn_max_depth)) - nn_total_params)) ^ -0.11561842)) / 1.9431572,0.020350049763573252,0.0140857315**(Abs(nn_total_layers*(2.0312757**(nn_max_depth*nn_max_depth) - nn_total_params))**(-0.11561842))/1.9431572,PySRFunction(X=>0.0140857315**(Abs(nn_total_layers*(2.0312757**(nn_max_depth*nn_max_depth) - nn_total_params))**(-0.11561842))/1.9431572)
18,0.02209342,(0.018710883 ^ (abs((nn_total_layers - 16.720785) * ((2.0312755 ^ (nn_max_depth * nn_max_depth)) - nn_total_params)) ^ -0.11561846)) / 1.8828076,0.001760296051335533,0.018710883**(Abs((2.0312755**(nn_max_depth*nn_max_depth) - nn_total_params)*(nn_total_layers - 16.720785))**(-0.11561846))/1.8828076,PySRFunction(X=>0.018710883**(Abs((2.0312755**(nn_max_depth*nn_max_depth) - nn_total_params)*(nn_total_layers - 16.720785))**(-0.11561846))/1.8828076)
19,0.02191373,(0.014087479 ^ (abs(((2.0312757 ^ (nn_max_depth * nn_max_depth)) - nn_total_params) * (exp(nn_max_depth) - nn_total_layers)) ^ -0.11562007)) / 1.8828067,0.00816644561797593,0.014087479**(Abs((2.0312757**(nn_max_depth*nn_max_depth) - nn_total_params)*(nn_total_layers - exp(nn_max_depth)))**(-0.11562007))/1.8828067,PySRFunction(X=>0.014087479**(Abs((2.0312757**(nn_max_depth*nn_max_depth) - nn_total_params)*(nn_total_layers - exp(nn_max_depth)))**(-0.11562007))/1.8828067)
20,0.021841554,(0.014106677 ^ (abs(((2.0312753 ^ square(nn_max_depth)) - nn_total_params) * ((exp(nn_max_depth) - nn_total_layers) + 1.3195662)) ^ -0.11564104)) / 1.8828057,0.0032990788250006546,0.014106677**(Abs((2.0312753**(nn_max_depth**2) - nn_total_params)*(-nn_total_layers + exp(nn_max_depth) + 1.3195662))**(-0.11564104))/1.8828057,PySRFunction(X=>0.014106677**(Abs((2.0312753**(nn_max_depth**2) - nn_total_params)*(-nn_total_layers + exp(nn_max_depth) + 1.3195662))**(-0.11564104))/1.8828057)
