complexity,loss,equation,score,sympy_format,lambda_format
19,0.012934319,(0.6174039 ^ (((prm__batch / prm__lr) * (0.059125435 ^ ((-0.23206781 ^ nn_dropout_count) + 4.6720943))) + (prm__lr + 2.6211858))) + 0.63112974,0.03210963255850465,0.6174039**(0.059125435**(4.6720943 - 0.23206781**nn_dropout_count)*prm__batch/prm__lr + prm__lr + 2.6211858) + 0.63112974,PySRFunction(X=>0.6174039**(0.059125435**(4.6720943 - 0.23206781**nn_dropout_count)*prm__batch/prm__lr + prm__lr + 2.6211858) + 0.63112974)
20,0.012888578,(0.52802336 ^ ((prm__lr + (prm__batch * ((0.09133211 ^ ((-0.39207298 ^ square(nn_dropout_count)) + 5.675667)) / prm__lr))) + 1.9637269)) + 0.63325614,0.0035426736078060664,0.52802336**(0.09133211**(5.675667 - 0.39207298**(nn_dropout_count**2))*prm__batch/prm__lr + prm__lr + 1.9637269) + 0.63325614,PySRFunction(X=>0.52802336**(0.09133211**(5.675667 - 0.39207298**(nn_dropout_count**2))*prm__batch/prm__lr + prm__lr + 1.9637269) + 0.63325614)
21,0.012835649,(0.28119966 ^ (((prm__batch ^ prm__lr) ^ 0.06400247) + (prm__batch * ((0.06400247 ^ ((-0.27231795 ^ nn_dropout_count) + 5.1559324)) / prm__lr)))) + 0.63191,0.004115114883131142,0.28119966**(0.06400247**(5.1559324 - 0.27231795**nn_dropout_count)*prm__batch/prm__lr + (prm__batch**prm__lr)**0.06400247) + 0.63191,PySRFunction(X=>0.28119966**(0.06400247**(5.1559324 - 0.27231795**nn_dropout_count)*prm__batch/prm__lr + (prm__batch**prm__lr)**0.06400247) + 0.63191)
22,0.012775876,(0.28677806 ^ (((prm__batch ^ prm__lr) ^ 0.0676328) + (((0.09485956 ^ ((-0.39907765 ^ square(nn_dropout_count)) + 6.0913663)) * prm__batch) / prm__lr))) + 0.62820286,0.004667672739023778,0.28677806**(0.09485956**(6.0913663 - 0.39907765**(nn_dropout_count**2))*prm__batch/prm__lr + (prm__batch**prm__lr)**0.0676328) + 0.62820286,PySRFunction(X=>0.28677806**(0.09485956**(6.0913663 - 0.39907765**(nn_dropout_count**2))*prm__batch/prm__lr + (prm__batch**prm__lr)**0.0676328) + 0.62820286)
23,0.012756757,(0.28635514 ^ ((prm__batch * ((0.09389964 ^ ((-0.4982977 ^ square(square(nn_dropout_count))) + 6.0935836)) / prm__lr)) + ((prm__batch ^ prm__lr) ^ 0.06738772))) + 0.6283645,0.0014976131582991993,0.28635514**(0.09389964**(6.0935836 - 0.4982977**(nn_dropout_count**4))*prm__batch/prm__lr + (prm__batch**prm__lr)**0.06738772) + 0.6283645,PySRFunction(X=>0.28635514**(0.09389964**(6.0935836 - 0.4982977**(nn_dropout_count**4))*prm__batch/prm__lr + (prm__batch**prm__lr)**0.06738772) + 0.6283645)
24,0.012725907,(0.28736633 ^ ((((0.09428783 ^ ((-0.3992614 ^ square(nn_dropout_count)) + 6.091685)) * (prm__batch + nn_dropout_count)) / prm__lr) + ((prm__batch ^ prm__lr) ^ 0.06773748))) + 0.6277266,0.0024212550988741434,0.28736633**(0.09428783**(6.091685 - 0.3992614**(nn_dropout_count**2))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr)**0.06773748) + 0.6277266,PySRFunction(X=>0.28736633**(0.09428783**(6.091685 - 0.3992614**(nn_dropout_count**2))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr)**0.06773748) + 0.6277266)
25,0.012706169,(0.28668523 ^ ((((nn_dropout_count + prm__batch) * (0.09333794 ^ ((-0.49892664 ^ square(square(nn_dropout_count))) + 6.093422))) / prm__lr) + ((prm__batch ^ prm__lr) ^ 0.06737472))) + 0.6281286,0.001552213351596342,0.28668523**(0.09333794**(6.093422 - 0.49892664**(nn_dropout_count**4))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr)**0.06737472) + 0.6281286,PySRFunction(X=>0.28668523**(0.09333794**(6.093422 - 0.49892664**(nn_dropout_count**4))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr)**0.06737472) + 0.6281286)
26,0.012622068,(0.3016001 ^ ((((prm__lr ^ nn_dropout_count) + (prm__batch ^ prm__lr)) ^ 0.08446504) + ((0.09604187 ^ ((-0.39912155 ^ square(nn_dropout_count)) + 6.0878606)) * (prm__batch / prm__lr)))) + 0.6279232,0.00664091299232862,0.3016001**(0.09604187**(6.0878606 - 0.39912155**(nn_dropout_count**2))*prm__batch/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08446504) + 0.6279232,PySRFunction(X=>0.3016001**(0.09604187**(6.0878606 - 0.39912155**(nn_dropout_count**2))*prm__batch/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08446504) + 0.6279232)
27,0.012605432,(0.29976586 ^ ((((prm__batch ^ prm__lr) + (prm__lr ^ nn_dropout_count)) ^ 0.08393734) + ((prm__batch / prm__lr) * (0.09573684 ^ ((-0.39787072 ^ square(square(nn_dropout_count))) + 6.0910525))))) + 0.6292325,0.001318878399480283,0.29976586**(0.09573684**(6.0910525 - 0.39787072**(nn_dropout_count**4))*prm__batch/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08393734) + 0.6292325,PySRFunction(X=>0.29976586**(0.09573684**(6.0910525 - 0.39787072**(nn_dropout_count**4))*prm__batch/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08393734) + 0.6292325)
28,0.012563599,(0.30012086 ^ ((((prm__lr ^ nn_dropout_count) + (prm__batch ^ prm__lr)) ^ 0.08297767) + ((0.0955142 ^ ((-0.39660412 ^ square(nn_dropout_count)) + 6.0898104)) * ((nn_dropout_count + prm__batch) / prm__lr)))) + 0.6282611,0.0033241675868671437,0.30012086**(0.0955142**(6.0898104 - 0.39660412**(nn_dropout_count**2))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08297767) + 0.6282611,PySRFunction(X=>0.30012086**(0.0955142**(6.0898104 - 0.39660412**(nn_dropout_count**2))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08297767) + 0.6282611)
29,0.012539409,(0.2996474 ^ ((((0.094363116 ^ ((-0.5613045 ^ square(square(nn_dropout_count))) + 6.0909743)) / prm__lr) * (prm__batch + nn_dropout_count)) + (((prm__lr ^ nn_dropout_count) + (prm__batch ^ prm__lr)) ^ 0.08371795))) + 0.6288486,0.001927259672424123,0.2996474**(0.094363116**(6.0909743 - 0.5613045**(nn_dropout_count**4))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08371795) + 0.6288486,PySRFunction(X=>0.2996474**(0.094363116**(6.0909743 - 0.5613045**(nn_dropout_count**4))*(nn_dropout_count + prm__batch)/prm__lr + (prm__batch**prm__lr + prm__lr**nn_dropout_count)**0.08371795) + 0.6288486)
