precision,task_dir,model_name,device,soc,os_version,valid,iterations,in0,in1,in2,in3,cpu_dur,cpu_min,cpu_max,cpu_std,gpu_dur,gpu_min,gpu_max,gpu_std,npu_dur,npu_min,npu_max,npu_std
fp32,img-classification_cifar-10_acc_unq-73128b1d6647d083cb1aef1fd30c576a,unq-73128b1d6647d083cb1aef1fd30c576a,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,32,32,3,766043000.0,715873000.0,842091000.0,30837000.0,34024600.0,32599000.0,35120000.0,648000.0,29525500.0,29247000.0,30194000.0,227000.0
fp32,img-classification_cifar-10_acc_unq-73128b1d6647d083cb1aef1fd30c576a,unq-73128b1d6647d083cb1aef1fd30c576a,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,32,32,3,726424000.0,693969000.0,749320000.0,11709000.0,171238000.0,169880000.0,172956000.0,1281000.0,171578000.0,171460000.0,171644000.0,83000.0
fp32,img-classification_cifar-10_acc_unq-73128b1d6647d083cb1aef1fd30c576a,unq-73128b1d6647d083cb1aef1fd30c576a,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,32,32,3,480642000.0,368780000.0,561159000.0,43185000.0,18794100.0,18655000.0,19244000.0,116000.0,18921800.0,18751000.0,20029000.0,230000.0
fp32,img-classification_cifar-10_acc_unq-73128b1d6647d083cb1aef1fd30c576a,unq-73128b1d6647d083cb1aef1fd30c576a,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,32,32,3,624616000.0,560944000.0,647352000.0,19207000.0,73697600.0,72552000.0,74431000.0,569000.0,73406400.0,72416000.0,74372000.0,539000.0
fp32,img-classification_cifar-10_acc_unq-73128b1d6647d083cb1aef1fd30c576a,unq-73128b1d6647d083cb1aef1fd30c576a,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,32,32,3,762873000.0,696739000.0,825666000.0,28657000.0,30220200.0,30070000.0,30472000.0,123000.0,30281400.0,30038000.0,31232000.0,283000.0
fp32,img-classification_cifar-10_acc_unq-9ddcbaed81d3f9226169bcb9e7b4a11c,unq-9ddcbaed81d3f9226169bcb9e7b4a11c,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,64,64,3,457077000.0,380701000.0,490804000.0,25354000.0,34922100.0,34799000.0,35110000.0,82000.0,34950400.0,34785000.0,35322000.0,153000.0
fp32,img-classification_cifar-10_acc_unq-9ddcbaed81d3f9226169bcb9e7b4a11c,unq-9ddcbaed81d3f9226169bcb9e7b4a11c,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,64,64,3,441447000.0,309504000.0,474382000.0,34393000.0,196712000.0,195970000.0,197542000.0,644000.0,199784000.0,197958000.0,203146000.0,2380000.0
fp32,img-classification_cifar-10_acc_unq-9ddcbaed81d3f9226169bcb9e7b4a11c,unq-9ddcbaed81d3f9226169bcb9e7b4a11c,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,64,64,3,397212000.0,303798000.0,490626000.0,93414000.0,21781800.0,21611000.0,22053000.0,85000.0,21798700.0,21691000.0,21933000.0,50000.0
fp32,img-classification_cifar-10_acc_unq-9ddcbaed81d3f9226169bcb9e7b4a11c,unq-9ddcbaed81d3f9226169bcb9e7b4a11c,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,64,64,3,407439000.0,349024000.0,425267000.0,17316000.0,86622300.0,85735000.0,87162000.0,444000.0,86535500.0,85950000.0,87534000.0,510000.0
fp32,img-classification_cifar-10_acc_unq-9ddcbaed81d3f9226169bcb9e7b4a11c,unq-9ddcbaed81d3f9226169bcb9e7b4a11c,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,64,64,3,467555000.0,404015000.0,530159000.0,25311000.0,35123800.0,35054000.0,35278000.0,57000.0,35045900.0,34930000.0,35237000.0,92000.0
fp32,img-classification_cifar-10_acc_unq-109d9dfee339a8ea9ce40485696cab1d,unq-109d9dfee339a8ea9ce40485696cab1d,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,64,64,3,161875000.0,119478000.0,208243000.0,32309000.0,72765000.0,72518000.0,73412000.0,290000.0,73115600.0,72496000.0,74820000.0,739000.0
fp32,img-classification_cifar-10_acc_unq-109d9dfee339a8ea9ce40485696cab1d,unq-109d9dfee339a8ea9ce40485696cab1d,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,64,64,3,291480000.0,255371000.0,327588000.0,36108000.0,249974000.0,219470000.0,280479000.0,30504000.0,434679000.0,430559000.0,438799000.0,4120000.0
fp32,img-classification_cifar-10_acc_unq-109d9dfee339a8ea9ce40485696cab1d,unq-109d9dfee339a8ea9ce40485696cab1d,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,64,64,3,108345000.0,70282000.0,147626000.0,24563000.0,46762400.0,46176000.0,51751000.0,1578000.0,46797200.0,46191000.0,51926000.0,1622000.0
fp32,img-classification_cifar-10_acc_unq-109d9dfee339a8ea9ce40485696cab1d,unq-109d9dfee339a8ea9ce40485696cab1d,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,64,64,3,140677000.0,124937000.0,159947000.0,12906000.0,180332000.0,179645000.0,181456000.0,801000.0,242982000.0,241964000.0,243587000.0,723000.0
fp32,img-classification_cifar-10_acc_unq-109d9dfee339a8ea9ce40485696cab1d,unq-109d9dfee339a8ea9ce40485696cab1d,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,64,64,3,209298000.0,169712000.0,282109000.0,51550000.0,72588100.0,72445000.0,72973000.0,183000.0,72397600.0,72207000.0,73002000.0,252000.0
fp32,img-classification_cifar-10_acc_unq-53af76dc5be0925915bfbc1b81acc958,unq-53af76dc5be0925915bfbc1b81acc958,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,30,30,3,761730000.0,709872000.0,811094000.0,28983000.0,29033300.0,28882000.0,29188000.0,74000.0,28917100.0,28719000.0,29443000.0,155000.0
fp32,img-classification_cifar-10_acc_unq-53af76dc5be0925915bfbc1b81acc958,unq-53af76dc5be0925915bfbc1b81acc958,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,30,30,3,722385000.0,688288000.0,750363000.0,13205000.0,176671000.0,176058000.0,177430000.0,569000.0,172001000.0,169665000.0,175374000.0,2443000.0
fp32,img-classification_cifar-10_acc_unq-53af76dc5be0925915bfbc1b81acc958,unq-53af76dc5be0925915bfbc1b81acc958,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,30,30,3,488561000.0,378455000.0,548959000.0,46452000.0,18464200.0,18368000.0,18831000.0,94000.0,18520300.0,18368000.0,18794000.0,75000.0
fp32,img-classification_cifar-10_acc_unq-53af76dc5be0925915bfbc1b81acc958,unq-53af76dc5be0925915bfbc1b81acc958,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,30,30,3,623990000.0,567600000.0,657375000.0,21890000.0,92109500.0,71476000.0,136013000.0,28082000.0,76842100.0,72199000.0,94992000.0,7773000.0
fp32,img-classification_cifar-10_acc_unq-53af76dc5be0925915bfbc1b81acc958,unq-53af76dc5be0925915bfbc1b81acc958,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,30,30,3,643902000.0,130342000.0,803239000.0,179394000.0,29642900.0,29022000.0,31617000.0,703000.0,29522800.0,29236000.0,30260000.0,267000.0
fp32,img-classification_cifar-10_acc_unq-3a81b807d37b6656f7da11c7b289e87e,unq-3a81b807d37b6656f7da11c7b289e87e,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,32,32,3,27110700.0,19268000.0,59152000.0,10586000.0,3043950.0,2993000.0,3281000.0,48000.0,3051630.0,3002000.0,3417000.0,51000.0
fp32,img-classification_cifar-10_acc_unq-3a81b807d37b6656f7da11c7b289e87e,unq-3a81b807d37b6656f7da11c7b289e87e,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,32,32,3,47492800.0,40104000.0,80786000.0,10761000.0,15741400.0,14825000.0,16475000.0,370000.0,16171500.0,14759000.0,17378000.0,406000.0
fp32,img-classification_cifar-10_acc_unq-3a81b807d37b6656f7da11c7b289e87e,unq-3a81b807d37b6656f7da11c7b289e87e,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,32,32,3,13919800.0,10972000.0,36311000.0,4048000.0,3119830.0,2665000.0,3261000.0,115000.0,1738230.0,1665000.0,3062000.0,211000.0
fp32,img-classification_cifar-10_acc_unq-3a81b807d37b6656f7da11c7b289e87e,unq-3a81b807d37b6656f7da11c7b289e87e,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,32,32,3,28403200.0,21906000.0,33351000.0,2672000.0,6843410.0,6632000.0,7272000.0,125000.0,6825880.0,6625000.0,7162000.0,94000.0
fp32,img-classification_cifar-10_acc_unq-3a81b807d37b6656f7da11c7b289e87e,unq-3a81b807d37b6656f7da11c7b289e87e,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,32,32,3,34183600.0,24653000.0,64384000.0,9578000.0,3100480.0,3010000.0,3509000.0,56000.0,3092150.0,3018000.0,3227000.0,40000.0
fp32,img-classification_cifar-10_acc_MoE-hetero4-Alex-Dense-Air-Bag,MoE-hetero4-Alex-Dense-Air-Bag,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,64,64,3,611672000.0,477644000.0,704778000.0,58530000.0,59066400.0,58758000.0,59491000.0,228000.0,59158600.0,58675000.0,60016000.0,408000.0
fp32,img-classification_cifar-10_acc_MoE-hetero4-Alex-Dense-Air-Bag,MoE-hetero4-Alex-Dense-Air-Bag,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,64,64,3,1130.0,1044157000.0,1159504000.0,25284000.0,320768000.0,318069000.0,323466000.0,2698000.0,317728000.0,313564000.0,321891000.0,4163000.0
fp32,img-classification_cifar-10_acc_MoE-hetero4-Alex-Dense-Air-Bag,MoE-hetero4-Alex-Dense-Air-Bag,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,64,64,3,351290000.0,288731000.0,413848000.0,62558000.0,31127200.0,30999000.0,31776000.0,168000.0,29766200.0,27109000.0,31717000.0,1881000.0
fp32,img-classification_cifar-10_acc_MoE-hetero4-Alex-Dense-Air-Bag,MoE-hetero4-Alex-Dense-Air-Bag,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,64,64,3,600945000.0,545490000.0,633856000.0,18220000.0,134934000.0,129008000.0,143608000.0,5464000.0,120861000.0,119446000.0,123087000.0,1399000.0
fp32,img-classification_cifar-10_acc_MoE-hetero4-Alex-Dense-Air-Bag,MoE-hetero4-Alex-Dense-Air-Bag,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,64,64,3,584563000.0,316784000.0,713662000.0,111821000.0,58478000.0,57682000.0,60902000.0,925000.0,60801100.0,58971000.0,65967000.0,2082000.0
fp32,img-classification_cifar-10_acc_unq-79455d4dcab484c945a6289a47f30a2e,unq-79455d4dcab484c945a6289a47f30a2e,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,64,64,3,208501000.0,141226000.0,285251000.0,59178000.0,72387000.0,72079000.0,73126000.0,330000.0,72208000.0,71929000.0,73028000.0,347000.0
fp32,img-classification_cifar-10_acc_unq-79455d4dcab484c945a6289a47f30a2e,unq-79455d4dcab484c945a6289a47f30a2e,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,64,64,3,271909000.0,241517000.0,302301000.0,30392000.0,221843000.0,219492000.0,226388000.0,3214000.0,432737000.0,432667000.0,432807000.0,70000.0
fp32,img-classification_cifar-10_acc_unq-79455d4dcab484c945a6289a47f30a2e,unq-79455d4dcab484c945a6289a47f30a2e,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,64,64,3,97073800.0,68346000.0,155027000.0,29029000.0,45582900.0,44437000.0,56256000.0,3375000.0,45521500.0,44423000.0,55185000.0,3056000.0
fp32,img-classification_cifar-10_acc_unq-79455d4dcab484c945a6289a47f30a2e,unq-79455d4dcab484c945a6289a47f30a2e,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,64,64,3,146436000.0,121538000.0,165367000.0,18143000.0,186379000.0,183346000.0,188366000.0,2178000.0,245813000.0,242566000.0,248687000.0,2512000.0
fp32,img-classification_cifar-10_acc_unq-79455d4dcab484c945a6289a47f30a2e,unq-79455d4dcab484c945a6289a47f30a2e,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,64,64,3,202252000.0,136088000.0,295805000.0,68019000.0,72778000.0,72542000.0,73590000.0,335000.0,72549000.0,72349000.0,73173000.0,261000.0
fp32,img-classification_cifar-10_acc_unq-7c2998105eb8f45d71a38d8fac803142,unq-7c2998105eb8f45d71a38d8fac803142,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,256,256,3,692333000.0,618488000.0,860492000.0,70205000.0,538095000.0,536380000.0,540614000.0,1169000.0,547130000.0,538157000.0,646824000.0,23353000.0
fp32,img-classification_cifar-10_acc_unq-7c2998105eb8f45d71a38d8fac803142,unq-7c2998105eb8f45d71a38d8fac803142,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,256,256,3,1438.0,1283966000.0,1523046000.0,65621000.0,1633.0,1629764000.0,1637828000.0,2076000.0,1845.0,1631560000.0,3154958000.0,498840000.0
fp32,img-classification_cifar-10_acc_unq-7c2998105eb8f45d71a38d8fac803142,unq-7c2998105eb8f45d71a38d8fac803142,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,256,256,3,583079000.0,500502000.0,660505000.0,39335000.0,334806000.0,334553000.0,335058000.0,252000.0,349868000.0,345830000.0,353906000.0,4038000.0
fp32,img-classification_cifar-10_acc_unq-7c2998105eb8f45d71a38d8fac803142,unq-7c2998105eb8f45d71a38d8fac803142,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,256,256,3,811246000.0,749059000.0,857423000.0,27318000.0,1769.0,1758242000.0,1786186000.0,5951000.0,1743.0,1409639000.0,1789879000.0,79898000.0
fp32,img-classification_cifar-10_acc_unq-7c2998105eb8f45d71a38d8fac803142,unq-7c2998105eb8f45d71a38d8fac803142,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,256,256,3,800775000.0,632177000.0,1035669000.0,82995000.0,539637000.0,538627000.0,541529000.0,777000.0,552180000.0,549482000.0,555954000.0,1877000.0
fp32,img-classification_cifar-10_acc_rag-130fd05c846ed045ffa9dcb831bee6d1,rag-130fd05c846ed045ffa9dcb831bee6d1,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,32,32,3,42606800.0,31989000.0,57286000.0,6301000.0,2771190.0,2718000.0,3104000.0,51000.0,2755710.0,2713000.0,2897000.0,46000.0
fp32,img-classification_cifar-10_acc_rag-130fd05c846ed045ffa9dcb831bee6d1,rag-130fd05c846ed045ffa9dcb831bee6d1,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,32,32,3,54070600.0,43865000.0,102906000.0,16485000.0,14555500.0,13916000.0,15741000.0,477000.0,14638300.0,13873000.0,15479000.0,490000.0
fp32,img-classification_cifar-10_acc_rag-130fd05c846ed045ffa9dcb831bee6d1,rag-130fd05c846ed045ffa9dcb831bee6d1,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,32,32,3,20429300.0,16307000.0,38118000.0,4126000.0,1697760.0,1619000.0,3371000.0,269000.0,1675250.0,1620000.0,2743000.0,182000.0
fp32,img-classification_cifar-10_acc_rag-130fd05c846ed045ffa9dcb831bee6d1,rag-130fd05c846ed045ffa9dcb831bee6d1,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,32,32,3,33590700.0,26306000.0,48038000.0,4493000.0,6737290.0,6474000.0,7390000.0,145000.0,6685070.0,6489000.0,6920000.0,97000.0
fp32,img-classification_cifar-10_acc_rag-130fd05c846ed045ffa9dcb831bee6d1,rag-130fd05c846ed045ffa9dcb831bee6d1,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,32,32,3,44752400.0,37476000.0,69510000.0,8147000.0,5422040.0,5151000.0,5653000.0,87000.0,2777990.0,2712000.0,2872000.0,37000.0
fp32,img-classification_cifar-10_acc_unq-65b0dd82edb0f02317bba3452ce05e9b,unq-65b0dd82edb0f02317bba3452ce05e9b,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,32,32,3,102593000.0,78958000.0,125203000.0,19992000.0,21132600.0,20797000.0,21738000.0,237000.0,21403900.0,20918000.0,22812000.0,434000.0
fp32,img-classification_cifar-10_acc_unq-65b0dd82edb0f02317bba3452ce05e9b,unq-65b0dd82edb0f02317bba3452ce05e9b,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,32,32,3,417746000.0,60278000.0,621792000.0,246301000.0,109407000.0,108726000.0,110979000.0,804000.0,109794000.0,108852000.0,110079000.0,471000.0
fp32,img-classification_cifar-10_acc_unq-65b0dd82edb0f02317bba3452ce05e9b,unq-65b0dd82edb0f02317bba3452ce05e9b,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,32,32,3,40989500.0,29041000.0,61694000.0,7858000.0,8960730.0,8767000.0,11032000.0,298000.0,9394200.0,8947000.0,10973000.0,443000.0
fp32,img-classification_cifar-10_acc_unq-65b0dd82edb0f02317bba3452ce05e9b,unq-65b0dd82edb0f02317bba3452ce05e9b,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,32,32,3,62256900.0,53889000.0,86516000.0,9020000.0,34458100.0,34133000.0,34711000.0,153000.0,34857200.0,34175000.0,37471000.0,808000.0
fp32,img-classification_cifar-10_acc_unq-65b0dd82edb0f02317bba3452ce05e9b,unq-65b0dd82edb0f02317bba3452ce05e9b,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,32,32,3,81338000.0,68965000.0,105851000.0,13329000.0,21986500.0,21103000.0,23563000.0,848000.0,21534200.0,21224000.0,22826000.0,310000.0
fp32,img-classification_cifar-10_acc_unq-7c917f07fe634b63c455e26bb345c999,unq-7c917f07fe634b63c455e26bb345c999,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,29,29,3,15069600.0,10205000.0,37271000.0,5542000.0,3446210.0,3401000.0,3793000.0,51000.0,3468900.0,3414000.0,3799000.0,51000.0
fp32,img-classification_cifar-10_acc_unq-7c917f07fe634b63c455e26bb345c999,unq-7c917f07fe634b63c455e26bb345c999,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,29,29,3,27490000.0,23981000.0,37101000.0,2726000.0,18004900.0,17512000.0,18391000.0,161000.0,18142600.0,17283000.0,20199000.0,479000.0
fp32,img-classification_cifar-10_acc_unq-7c917f07fe634b63c455e26bb345c999,unq-7c917f07fe634b63c455e26bb345c999,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,29,29,3,9967730.0,8088000.0,28393000.0,2718000.0,2146780.0,2101000.0,3559000.0,195000.0,2146390.0,1644000.0,3507000.0,200000.0
fp32,img-classification_cifar-10_acc_unq-7c917f07fe634b63c455e26bb345c999,unq-7c917f07fe634b63c455e26bb345c999,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,29,29,3,19009200.0,13451000.0,23885000.0,2892000.0,8178370.0,8098000.0,8476000.0,74000.0,11219600.0,11144000.0,11495000.0,59000.0
fp32,img-classification_cifar-10_acc_unq-7c917f07fe634b63c455e26bb345c999,unq-7c917f07fe634b63c455e26bb345c999,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,29,29,3,16763300.0,11862000.0,41203000.0,7638000.0,3461390.0,3408000.0,3799000.0,37000.0,3488800.0,3438000.0,3599000.0,26000.0
fp32,img-classification_cifar-10_acc_unq-ebf99f2b6fa529f179b1c8907540e675,unq-ebf99f2b6fa529f179b1c8907540e675,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,30,30,3,320133000.0,230553000.0,365954000.0,26394000.0,19946100.0,19760000.0,20528000.0,158000.0,20191000.0,19989000.0,20923000.0,210000.0
fp32,img-classification_cifar-10_acc_unq-ebf99f2b6fa529f179b1c8907540e675,unq-ebf99f2b6fa529f179b1c8907540e675,STK-L21,,10 | HUAWEISTK-L21,False,20,1,30,30,3,,,,,,,,,,,,
fp32,img-classification_cifar-10_acc_unq-ebf99f2b6fa529f179b1c8907540e675,unq-ebf99f2b6fa529f179b1c8907540e675,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,30,30,3,310229000.0,207684000.0,412774000.0,102545000.0,11791700.0,11712000.0,12223000.0,77000.0,11809200.0,11702000.0,12639000.0,134000.0
fp32,img-classification_cifar-10_acc_unq-ebf99f2b6fa529f179b1c8907540e675,unq-ebf99f2b6fa529f179b1c8907540e675,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,30,30,3,259970000.0,224071000.0,313432000.0,17821000.0,45074300.0,44391000.0,46208000.0,569000.0,45587100.0,44844000.0,46465000.0,507000.0
fp32,img-classification_cifar-10_acc_unq-ebf99f2b6fa529f179b1c8907540e675,unq-ebf99f2b6fa529f179b1c8907540e675,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,30,30,3,297473000.0,270498000.0,332719000.0,17909000.0,20049100.0,19918000.0,20208000.0,79000.0,19999800.0,19881000.0,20533000.0,131000.0
fp32,img-classification_cifar-10_acc_ShuffleNet,ShuffleNet,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,299,299,3,271659000.0,258721000.0,284597000.0,12938000.0,26387300.0,25965000.0,27967000.0,428000.0,26355400.0,26026000.0,28055000.0,455000.0
fp32,img-classification_cifar-10_acc_ShuffleNet,ShuffleNet,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,299,299,3,141483000.0,128991000.0,152889000.0,8537000.0,12835300.0,12506000.0,21307000.0,1416000.0,12828000.0,12506000.0,20976000.0,1359000.0
fp32,img-classification_cifar-10_acc_ShuffleNet,ShuffleNet,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,299,299,3,179902000.0,163347000.0,196531000.0,13547000.0,59470100.0,58679000.0,62102000.0,962000.0,59096000.0,58438000.0,61575000.0,898000.0
fp32,img-classification_cifar-10_acc_ShuffleNet,ShuffleNet,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,299,299,3,267772000.0,238296000.0,297248000.0,29476000.0,26405600.0,26163000.0,27852000.0,366000.0,26994300.0,26152000.0,29413000.0,786000.0
fp32,img-classification_cifar-10_acc_unq-d0864e37461f6afe744bff1b6d828366,unq-d0864e37461f6afe744bff1b6d828366,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,64,64,3,833921000.0,757862000.0,865423000.0,28459000.0,84081500.0,80760000.0,85683000.0,1777000.0,72201100.0,71444000.0,73684000.0,898000.0
fp32,img-classification_cifar-10_acc_unq-d0864e37461f6afe744bff1b6d828366,unq-d0864e37461f6afe744bff1b6d828366,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,64,64,3,876569000.0,801761000.0,900770000.0,21477000.0,418458000.0,418312000.0,418604000.0,146000.0,424013000.0,420298000.0,427728000.0,3715000.0
fp32,img-classification_cifar-10_acc_unq-d0864e37461f6afe744bff1b6d828366,unq-d0864e37461f6afe744bff1b6d828366,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,64,64,3,531236000.0,469233000.0,580185000.0,26371000.0,44622600.0,44526000.0,44803000.0,84000.0,44701600.0,44495000.0,45043000.0,144000.0
fp32,img-classification_cifar-10_acc_unq-d0864e37461f6afe744bff1b6d828366,unq-d0864e37461f6afe744bff1b6d828366,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,64,64,3,724466000.0,656894000.0,758177000.0,31653000.0,179760000.0,177520000.0,182636000.0,2136000.0,197009000.0,180322000.0,215120000.0,14241000.0
fp32,img-classification_cifar-10_acc_unq-d0864e37461f6afe744bff1b6d828366,unq-d0864e37461f6afe744bff1b6d828366,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,64,64,3,857287000.0,755425000.0,936037000.0,36024000.0,71554700.0,71475000.0,71616000.0,42000.0,71558400.0,71497000.0,71645000.0,52000.0
fp32,img-classification_cifar-10_acc_unq-17d98c041fa16ebeff7720289113f6a5,unq-17d98c041fa16ebeff7720289113f6a5,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,28,28,3,287619000.0,188818000.0,358452000.0,35379000.0,18536900.0,18345000.0,18681000.0,80000.0,18682900.0,18535000.0,19023000.0,106000.0
fp32,img-classification_cifar-10_acc_unq-17d98c041fa16ebeff7720289113f6a5,unq-17d98c041fa16ebeff7720289113f6a5,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,28,28,3,341215000.0,320422000.0,353992000.0,7292000.0,102015000.0,99690000.0,104972000.0,1790000.0,103449000.0,102162000.0,105357000.0,1159000.0
fp32,img-classification_cifar-10_acc_unq-17d98c041fa16ebeff7720289113f6a5,unq-17d98c041fa16ebeff7720289113f6a5,SM-F926B,SM8350,14 | UP1A.231005.007,True,20,1,28,28,3,295377000.0,204640000.0,386114000.0,90737000.0,10756200.0,10640000.0,11715000.0,147000.0,10473200.0,10035000.0,12763000.0,388000.0
fp32,img-classification_cifar-10_acc_unq-17d98c041fa16ebeff7720289113f6a5,unq-17d98c041fa16ebeff7720289113f6a5,23106RN0DA,MT6768,13 | TP1A.220624.014,True,20,1,28,28,3,245999000.0,207515000.0,306154000.0,18265000.0,42465500.0,41309000.0,44963000.0,969000.0,41523200.0,40677000.0,42245000.0,396000.0
fp32,img-classification_cifar-10_acc_unq-17d98c041fa16ebeff7720289113f6a5,unq-17d98c041fa16ebeff7720289113f6a5,SM-P613,"Qualcomm Technologies, Inc ATOLL-AB",14 | UP1A.231005.007,True,20,1,28,28,3,270299000.0,125761000.0,349113000.0,60046000.0,18888500.0,18711000.0,19666000.0,198000.0,18803300.0,18712000.0,18972000.0,64000.0
fp32,img-classification_cifar-10_acc_unq-11580d86fce85328c35432b29a152d0a,unq-11580d86fce85328c35432b29a152d0a,Redmi Note 9 Pro,"Qualcomm Technologies, Inc SM7125",10 | QKQ1.191215.002,True,20,1,256,256,3,905502000.0,786041000.0,1060285000.0,77457000.0,575853000.0,572865000.0,585228000.0,2559000.0,573143000.0,571382000.0,575550000.0,1148000.0
fp32,img-classification_cifar-10_acc_unq-11580d86fce85328c35432b29a152d0a,unq-11580d86fce85328c35432b29a152d0a,STK-L21,vendor Kirin710,10 | HUAWEISTK-L21,True,20,1,256,256,3,2124.0,1991553000.0,2231241000.0,61683000.0,1680.0,1676042000.0,1682771000.0,1654000.0,1676.0,1673320000.0,1701199000.0,5695000.0
