iterations,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std,gap,best_stage
50,0.2121172869098177,0.01877498541418748,0.178036129292435,0.030359003115260914,0.0340811576173827,Stage1_top3
100,0.2184415910736715,0.012838574612702061,0.16566177702885831,0.03049520365106036,0.05277981404481319,Stage1_top3
150,0.2290483911558386,0.007025526713206153,0.1621486636826212,0.03275179826316176,0.0668997274732174,Stage1_top3
200,0.2608966683124529,0.07057451800206975,0.18738027483895542,0.06825616433819129,0.07351639347349748,Stage1_top3
250,0.22824495118694782,0.025685862331846953,0.15972130985480226,0.050310410548295555,0.06852364133214556,Stage1_top3
300,0.23823163018186308,0.035667879112352856,0.16258663229668788,0.057212998502616054,0.0756449978851752,Stage2_top5
400,0.23990781516731233,0.036149654733099744,0.15957696414352707,0.05492775447227388,0.08033085102378526,Stage2_top5
500,0.27997093237332954,0.07168464499257649,0.1814248700795678,0.07548380382635449,0.09854606229376173,Stage1_top3
