complexity,loss,equation,score,sympy_format,lambda_format
1,0.9984242,-0.00036788682,0.0,-0.000367886820000000,PySRFunction(X=>-0.000367886820000000)
3,0.9017294,epoch_log * 0.26972932,0.05093188052491913,epoch_log*0.26972932,PySRFunction(X=>epoch_log*0.26972932)
5,0.8392955,(epoch_log * 0.4447714) + -0.3202212,0.03587581279503976,epoch_log*0.4447714 - 0.3202212,PySRFunction(X=>epoch_log*0.4447714 - 0.3202212)
7,0.799117,(-8.099648 / nn_total_layers) - (epoch_log * -0.4421982),0.0245277406881186,-(-0.4421982)*epoch_log - 8.099648/nn_total_layers,PySRFunction(X=>-(-0.4421982)*epoch_log - 8.099648/nn_total_layers)
8,0.7864759,((sqrt(prm__batch) / nn_total_layers) - epoch_log) * -0.38985837,0.015945288143638315,0.38985837*epoch_log - 0.38985837*sqrt(prm__batch)/nn_total_layers,PySRFunction(X=>0.38985837*epoch_log - 0.38985837*sqrt(prm__batch)/nn_total_layers)
9,0.76917505,(epoch_log - (log(prm__batch) / sqrt(nn_total_layers))) * 0.48605973,0.022243503052562043,0.48605973*epoch_log - 0.48605973*log(prm__batch)/sqrt(nn_total_layers),PySRFunction(X=>0.48605973*epoch_log - 0.48605973*log(prm__batch)/sqrt(nn_total_layers))
11,0.76242125,(((prm__batch ^ 0.25653577) * -2.5030782) / nn_total_layers) - (epoch_log * -0.4281436),0.004409676215836751,-(-0.4281436)*epoch_log + prm__batch**0.25653577*(-2.5030782)/nn_total_layers,PySRFunction(X=>-(-0.4281436)*epoch_log + prm__batch**0.25653577*(-2.5030782)/nn_total_layers)
13,0.76122427,(((3.1103508 + prm__batch) ^ 0.25653577) * (-2.5030782 / nn_total_layers)) - (epoch_log * -0.44009063),0.0007856028390694263,-(-0.44009063)*epoch_log + (prm__batch + 3.1103508)**0.25653577*(-2.5030782)/nn_total_layers,PySRFunction(X=>-(-0.44009063)*epoch_log + (prm__batch + 3.1103508)**0.25653577*(-2.5030782)/nn_total_layers)
14,0.7489379,(((nn_total_layers ^ 0.17823374) - ((sqrt(prm__batch) * 0.042491537) - epoch_log)) * 0.40915355) - 0.8530732,0.01627194924873867,0.40915355*epoch_log + 0.40915355*nn_total_layers**0.17823374 - 0.0173855632085064*sqrt(prm__batch) - 0.8530732,PySRFunction(X=>0.40915355*epoch_log + 0.40915355*nn_total_layers**0.17823374 - 0.0173855632085064*sqrt(prm__batch) - 0.8530732)
16,0.74285483,((log(nn_total_layers ^ 0.5693055) - ((sqrt(sqrt(prm__batch)) * 0.32555586) - epoch_log)) - 1.7040848) * 0.45043927,0.004077713742366751,0.45043927*epoch_log - 0.146643143922622*prm__batch**(1/4) + 0.45043927*log(nn_total_layers**0.5693055) - 0.767586713330096,PySRFunction(X=>0.45043927*epoch_log - 0.146643143922622*prm__batch**(1/4) + 0.45043927*log(nn_total_layers**0.5693055) - 0.767586713330096)
18,0.74197656,((log((nn_total_layers - epoch_log) ^ 0.5693055) - ((sqrt(sqrt(prm__batch)) * 0.32555586) - epoch_log)) - 1.7040848) * 0.45043927,0.0005914948379597361,0.45043927*epoch_log - 0.146643143922622*prm__batch**(1/4) + 0.45043927*log((-epoch_log + nn_total_layers)**0.5693055) - 0.767586713330096,PySRFunction(X=>0.45043927*epoch_log - 0.146643143922622*prm__batch**(1/4) + 0.45043927*log((-epoch_log + nn_total_layers)**0.5693055) - 0.767586713330096)
19,0.7397717,(((nn_total_layers ^ 0.23277387) - ((nn_total_layers ^ log((log(prm__batch) * 0.14848408) + 0.13229677)) - epoch_log)) * 0.42786747) - 1.0604634,0.0029760272872830394,0.42786747*epoch_log + 0.42786747*nn_total_layers**0.23277387 - 0.42786747*nn_total_layers**log(0.14848408*log(prm__batch) + 0.13229677) - 1.0604634,PySRFunction(X=>0.42786747*epoch_log + 0.42786747*nn_total_layers**0.23277387 - 0.42786747*nn_total_layers**log(0.14848408*log(prm__batch) + 0.13229677) - 1.0604634)
